Start Year,Month,Day,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year Uncertainty,Start Day Modifier,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
1988,9,14,353010,Fernandina,11673,Confirmed Eruption,East caldera wall,2.0,?,,,,,Historical Observations,,1988.0,,9.0,,16.0,,-0.37,-91.55
1988,6,16,344120,Concepcion,11071,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,,,,,,,11.538,-85.62200000000001
1988,2,12,268060,Gamalama,16669,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1988.0,,3.0,?,16.0,15.0,0.8,127.33
1988,6,1,243040,Hunga Tonga-Hunga Ha'apai,14732,Confirmed Eruption,1 km SSE of Hunga Ha'apai,0.0,,,,,,Historical Observations,,1988.0,,6.0,>,3.0,,-20.535999999999998,-175.382
1988,1,16,282030,Suwanosejima,16940,Confirmed Eruption,O-take,2.0,,,,,15.0,Historical Observations,,1989.0,,12.0,,16.0,15.0,29.638,129.714
1988,1,18,282060,Kikai,16996,Confirmed Eruption,Iwo-dake,1.0,,,,,,Historical Observations,,1988.0,,1.0,,18.0,,30.793000000000003,130.305
1988,1,27,284121,Kita-Fukutokutai,18400,Uncertain Eruption,,1.0,?,,,,,,,,,,,,,24.416999999999998,141.417
1988,2,12,257040,Ambrym,15287,Confirmed Eruption,"Benbow, Mbwelesu, Marum, Niri Taten",3.0,,,,?,,Historical Observations,,1988.0,,8.0,,23.0,,-16.25,168.12
1988,6,15,341040,Colima,10472,Uncertain Eruption,,2.0,?,,,,180.0,,,,,,,,,19.514,-103.62
1988,2,14,262000,Krakatau,15616,Confirmed Eruption,Anak Krakatau (S flank 1960-81 cone),2.0,,,,,5.0,Historical Observations,,1988.0,,4.0,?,16.0,15.0,-6.102,105.42299999999999
1988,2,16,284170,Pagan,18517,Uncertain Eruption,North Pagan,,,,,,,,,,,,,,,18.13,145.8
1988,1,5,285070,Akan,18701,Confirmed Eruption,Me-Akan (SE rim of Ponmachineshiri),1.0,,,,,,Historical Observations,,1988.0,,2.0,?,18.0,,43.38399999999999,144.013
1988,3,18,284070,Myojinsho,18331,Uncertain Eruption,Myojinsho,0.0,,,,,,,,1988.0,,3.0,,19.0,,31.888,139.918
1988,3,20,241100,Ruapehu,14656,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1988.0,,5.0,,25.0,3.0,-39.28,175.57
1988,3,26,311320,Akutan,20032,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1988.0,,7.0,,20.0,,54.13399999999999,-165.986
1988,4,21,266100,Lokon-Empung,16458,Confirmed Eruption,Tompaluan,1.0,,,,,,Historical Observations,,1988.0,,5.0,,1.0,,1.358,124.792
1988,5,9,265090,Banda Api,16420,Confirmed Eruption,"Summit, north and south flanks",3.0,?,,,,,Historical Observations,,1988.0,,5.0,,17.0,,-4.523,129.881
1988,5,26,282110,Asosan,17344,Confirmed Eruption,Naka-dake,1.0,,,,,5.0,Historical Observations,,1989.0,,1.0,,16.0,15.0,32.884,131.10399999999998
1988,2,20,273010,Bulusan,16768,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1988.0,,3.0,,8.0,,12.769,124.056
1989,7,16,267020,Karangetang,16534,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1989.0,,7.0,,16.0,15.0,2.781,125.40700000000001
1989,7,16,284110,Kita-Ioto,18385,Uncertain Eruption,Funka-Asane,0.0,,,,,15.0,,,1989.0,,7.0,,16.0,15.0,25.424,141.284
1989,7,18,284080,Sumisujima,18341,Uncertain Eruption,,0.0,,,,,,,,1989.0,,7.0,,18.0,,31.44,140.05100000000002
1989,8,1,300250,Bezymianny,19365,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,8.0,,4.0,,55.972,160.595
1989,8,16,256010,Tinakula,15203,Confirmed Eruption,,1.0,,,,<,15.0,Historical Observations,,1990.0,,2.0,>,16.0,15.0,-10.386,165.804
1989,8,17,311070,Gareloi,19688,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,51.79,-178.794
1989,10,25,311240,Cleveland,19812,Uncertain Eruption,,0.0,,,,,3.0,,,,,,,,,52.825,-169.94400000000002
1989,9,21,284142,Supply Reef,18477,Confirmed Eruption,"Volcano Uncertain: NW of Supply Reef (~20.3 N, 144.9E)",0.0,,,,,,Hydrophonic,,1989.0,,12.0,,27.0,,20.13,145.1
1989,10,25,272020,Kanlaon,16741,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,12.0,>,13.0,,10.412,123.132
1989,12,7,321050,St. Helens,20558,Confirmed Eruption,North side of lava dome,2.0,,,,,,Historical Observations,,1990.0,,1.0,,6.0,,46.2,-122.18
1989,12,14,313030,Redoubt,20390,Confirmed Eruption,North end of summit crater (2470 m),3.0,,,,,,Historical Observations,,1990.0,,6.0,?,20.0,,60.485,-152.74200000000002
1989,12,16,355040,Irruputuncu,11827,Uncertain Eruption,,,,,,,15.0,,,,,,,,,-20.73,-68.55
1989,7,13,283010,Izu-Tobu,17379,Confirmed Eruption,Teishi-kaikyu (4 km NE of Ito City),1.0,,,,,,Historical Observations,,1989.0,,7.0,,13.0,,34.9,139.09799999999998
1989,9,11,211060,Etna,13820,Confirmed Eruption,"SE Crater, SE and NE flanks",2.0,,,,,,Historical Observations,,1989.0,,10.0,,9.0,,37.748000000000005,14.999
1989,12,16,211060,Etna,13821,Confirmed Eruption,SE and NE Craters,3.0,,,,,,Historical Observations,,1992.0,,5.0,,23.0,,37.748000000000005,14.999
1989,7,1,241100,Ruapehu,14658,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1989.0,,9.0,?,20.0,,-39.28,175.57
1989,5,3,290070,Etorofu-Yakeyama [Grozny Group],18754,Confirmed Eruption,Ivan Grozny,2.0,,,,,,Historical Observations,,1989.0,,8.0,,5.0,4.0,45.012,147.871
1989,5,29,224010,Cameroon,14133,Confirmed Eruption,NE flank (2860 m),1.0,?,,,,,Historical Observations,,1989.0,,5.0,,29.0,,4.203,9.17
1989,1,6,283120,Kusatsu-Shiranesan,17845,Uncertain Eruption,NW part of Yu-gama,1.0,,,,,,,,1989.0,,1.0,,6.0,,36.618,138.528
1989,1,13,290240,Sarychev Peak,18818,Confirmed Eruption,,1.0,?,,,,,Historical Observations,,1989.0,,1.0,,14.0,,48.092,153.2
1989,1,18,284080,Sumisujima,18340,Uncertain Eruption,,0.0,,,,,,,,1989.0,,1.0,,18.0,,31.44,140.05100000000002
1989,1,30,390090,Saunders,22332,Confirmed Eruption,,0.0,,,,,,Historical Observations,,1990.0,,3.0,,22.0,,-57.8,-26.483
1989,2,2,290380,Ebeko,18875,Confirmed Eruption,Northern crater and upper east flank,2.0,,,,,,Historical Observations,,1990.0,,4.0,,15.0,5.0,50.68600000000001,156.014
1989,2,19,351080,Galeras,11372,Confirmed Eruption,El Pinta vent,2.0,,,,,,Historical Observations,,1989.0,,5.0,,9.0,,1.22,-77.37
1989,1,1,252120,Ulawun,15059,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,12.0,?,16.0,15.0,-5.05,151.33
1989,2,27,311320,Akutan,20033,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,3.0,<,28.0,,54.13399999999999,-165.986
1989,4,5,282110,Asosan,17345,Confirmed Eruption,Naka-dake,2.0,,,,,,Historical Observations,,1991.0,,2.0,,9.0,,32.884,131.10399999999998
1989,4,7,300270,Sheveluch,19567,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,6.0,,26.0,,56.653,161.36
1989,4,19,283090,Niigata-Yakeyama,17549,Confirmed Eruption,Upper East flank,1.0,,,,,,Historical Observations,,1989.0,,4.0,,26.0,,36.921,138.036
1989,4,22,266030,Soputan,16431,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1989.0,,4.0,,23.0,,1.112,124.73700000000001
1989,4,24,257040,Ambrym,15288,Confirmed Eruption,"Marum, Benbow, Niri Mbwelesu Taten",2.0,,,,,,Historical Observations,,1989.0,,12.0,,23.0,,-16.25,168.12
1989,4,24,223020,Nyamuragira,14075,Confirmed Eruption,"Summit, SE and East flank",3.0,,,,,,Historical Observations,,1989.0,,8.0,,15.0,5.0,-1.4080000000000001,29.2
1989,2,20,344100,Masaya,11031,Confirmed Eruption,Santiago,1.0,,,,,,Historical Observations,,1989.0,,11.0,,16.0,15.0,11.985,-86.165
1990,6,1,311020,Kiska,19667,Confirmed Eruption,Upper NW? flank,2.0,,,,,,Historical Observations,,1990.0,,6.0,?,1.0,,52.103,177.602
1990,7,2,357150,Puyehue-Cordon Caulle,12216,Confirmed Eruption,Cordón Caulle,1.0,,,,,182.0,Historical Observations,,,,,,,,-40.59,-72.117
1990,7,2,334120,Southern EPR-Segment K,10357,Confirmed Eruption,,0.0,,,2.0,,182.0,Historical Observations,,,,,,,,-17.436,-113.206
1990,7,20,283110,Asamayama,17808,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1990.0,,7.0,,20.0,,36.406,138.523
1990,9,6,311320,Akutan,20035,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1990.0,,10.0,,1.0,,54.13399999999999,-165.986
1990,9,16,257040,Ambrym,15289,Confirmed Eruption,"Mbwelesu, Niri Mbwelesu, Niri Taten",2.0,,,,<,15.0,Historical Observations,,1991.0,,7.0,>,16.0,15.0,-16.25,168.12
1990,10,29,335030,Udintsev Transform,10364,Uncertain Eruption,Udinstev Fracture Zone,0.0,,,,,,,,1990.0,,11.0,,19.0,,-56.153,-143.373
1990,10,13,343010,Apaneca Range,19890,Discredited Eruption,,,,,,,,,,,,,,,,13.890999999999998,-89.786
1990,11,5,321050,St. Helens,20559,Confirmed Eruption,North side of lava dome,3.0,?,,,,,Historical Observations,,1991.0,,2.0,,14.0,,46.2,-122.18
1990,11,17,282100,Unzendake,17181,Confirmed Eruption,Fugen-dake,1.0,,,,,,Historical Observations,,1995.0,,2.0,,16.0,15.0,32.760999999999996,130.299
1990,11,24,355100,Lascar,11866,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1990.0,,11.0,,24.0,,-23.37,-67.73
1990,12,31,261170,Kerinci,15521,Confirmed Eruption,,2.0,,,,,365.0,Historical Observations,,,,,,,,-1.6969999999999998,101.264
1990,5,30,242050,Monowai,14712,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1991.0,,3.0,,25.0,,-25.886999999999997,-177.188
1990,10,4,284010,Izu-Oshima,18244,Confirmed Eruption,Mihara-yama (1987 summit crater),2.0,,,,,,Historical Observations,,1990.0,,10.0,,4.0,,34.724000000000004,139.394
1990,5,28,354006,Sabancaya,11750,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1998.0,,9.0,?,16.0,15.0,-15.787,-71.857
1990,6,17,241100,Ruapehu,14660,Confirmed Eruption,,0.0,,,,,,Historical Observations,,1990.0,,9.0,<,8.0,,-39.28,175.57
1990,4,24,355107,Pular,11843,Uncertain Eruption,,1.0,?,,,,,,,1990.0,,4.0,,24.0,,-24.188000000000002,-68.054
1990,4,25,268060,Gamalama,16670,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,1990.0,,4.0,,26.0,,0.8,127.33
1990,1,4,342110,Pacaya,10762,Confirmed Eruption,MacKenney Crater and flank vents,3.0,,,,?,,Historical Observations,,2000.0,,3.0,,1.0,,14.382,-90.601
1990,1,7,351080,Galeras,11373,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,7.0,,16.0,,1.22,-77.37
1990,1,7,241100,Ruapehu,14659,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1990.0,,1.0,,26.0,,-39.28,175.57
1990,1,10,300270,Sheveluch,19585,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1995.0,,2.0,,16.0,15.0,56.653,161.36
1990,1,18,233020,"Fournaise, Piton de la",14373,Confirmed Eruption,Dolomieu and SE flank,0.0,,,,,,Historical Observations,,1990.0,,5.0,,8.0,,-21.244,55.708
1990,1,26,311320,Akutan,20034,Confirmed Eruption,,2.0,,,,,5.0,Historical Observations,,1990.0,,1.0,,26.0,5.0,54.13399999999999,-165.986
1990,1,16,263340,Raung,16149,Confirmed Eruption,,2.0,,,,<,,Historical Observations,,1990.0,,12.0,>,16.0,15.0,-8.119,114.056
1990,1,29,300250,Bezymianny,19366,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1991.0,,11.0,,29.0,,55.972,160.595
1990,2,10,263280,Kelut,15957,Confirmed Eruption,,4.0,,,,,,Historical Observations,,1990.0,,3.0,,13.0,45.0,-7.93,112.30799999999999
1990,1,28,264180,Lewotobi,16297,Confirmed Eruption,Lewotabi Lakilaki,1.0,,,,,,Historical Observations,,1990.0,,6.0,,16.0,15.0,-8.542,122.775
1990,2,25,357110,Llaima,12067,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1990.0,,11.0,,25.0,,-38.692,-71.729
1990,3,5,312030,Pavlof,20150,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,1990.0,,3.0,,5.0,,55.417,-161.894
1990,3,26,360160,Kick 'em Jenny,12467,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1990.0,,3.0,,28.0,,12.3,-61.64
1990,4,16,282030,Suwanosejima,16941,Confirmed Eruption,O-take,2.0,,,,,15.0,Historical Observations,,1996.0,,7.0,,14.0,,29.638,129.714
1990,4,16,352020,Guagua Pichincha,11493,Confirmed Eruption,1981 crater,1.0,,,,,,Historical Observations,,1990.0,,5.0,,10.0,,-0.171,-78.598
1991,5,4,255060,Kavachi,15173,Confirmed Eruption,,2.0,,,,<,,Historical Observations,,1991.0,,9.0,,16.0,15.0,-8.991,157.97899999999998
1991,5,7,345020,Rincon de la Vieja,11104,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,9.0,,16.0,15.0,10.83,-85.324
1991,5,8,264220,Iliboleng,16326,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1991.0,,6.0,>,30.0,,-8.342,123.258
1991,5,17,266100,Lokon-Empung,16459,Confirmed Eruption,Tompaluan,3.0,,,,,,Historical Observations,,1992.0,,1.0,,16.0,15.0,1.358,124.792
1991,5,13,283040,Ontakesan,20963,Confirmed Eruption,1979 Crater #7,0.0,,,,,,Historical Observations,,1991.0,,5.0,,16.0,,35.893,137.48
1991,4,19,353010,Fernandina,11674,Confirmed Eruption,Base of ESE and NW caldera wall,2.0,?,,,,,Historical Observations,,1991.0,,4.0,,24.0,,-0.37,-91.55
1991,5,22,266030,Soputan,16432,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1996.0,,9.0,>,29.0,,1.112,124.73700000000001
1991,6,15,268060,Gamalama,16671,Uncertain Eruption,,1.0,?,,,,,,,1991.0,,6.0,,15.0,,0.8,127.33
1991,5,11,264180,Lewotobi,16298,Confirmed Eruption,Lewotobi Lakilaki,1.0,,,,,,Historical Observations,,1992.0,,12.0,>,31.0,,-8.542,122.775
1991,4,8,300260,Klyuchevskoy,19469,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,6.0,?,24.0,,56.056000000000004,160.642
1991,3,16,334050,Northern EPR at 9.8°N,10344,Confirmed Eruption,East Pacific Rise (9.8 deg N),0.0,,,,?,15.0,Historical Observations,,,,,,,,9.83,-104.3
1991,4,1,260010,Barren Island,15383,Confirmed Eruption,Central cone summit and NE flank,2.0,,,,,,Historical Observations,,1991.0,,10.0,,31.0,7.0,12.277999999999999,93.85799999999999
1991,3,16,264071,Ranakah,16255,Confirmed Eruption,Anak Ranakah,1.0,,,,<,15.0,Historical Observations,,,,,,,,-8.62,120.52
1991,3,11,335020,Hollister Ridge,10363,Uncertain Eruption,Seamount by Pacific-Antarctic Ridge?,0.0,,,,,,,,1991.0,,3.0,,19.0,,-53.998000000000005,-139.845
1991,3,6,345040,Poas,11184,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1991.0,,9.0,,16.0,15.0,10.2,-84.23299999999999
1991,3,1,341040,Colima,10473,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,10.0,,16.0,15.0,19.514,-103.62
1991,2,14,272020,Kanlaon,16742,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,2.0,,14.0,,10.412,123.132
1991,1,17,372070,Hekla,12753,Confirmed Eruption,"Summit, SW, SE & NE flank fissures",3.0,,,,,,Historical Observations,,1991.0,,3.0,,11.0,,63.983000000000004,-19.666
1991,1,16,290380,Ebeko,18876,Confirmed Eruption,Northern crater,1.0,,,,,15.0,Historical Observations,,1991.0,,1.0,,16.0,15.0,50.68600000000001,156.014
1991,1,13,300100,Avachinsky,19103,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,1.0,,30.0,,53.256,158.836
1991,6,24,243070,Lateiki,14766,Confirmed Eruption,,0.0,,,,<,,Historical Observations,,,,,,,,-19.18,-174.87
1991,4,2,273083,Pinatubo,16867,Confirmed Eruption,Lower north flank and summit,6.0,,,,,,Historical Observations,,1991.0,,9.0,,2.0,,15.13,120.35
1991,2,9,357040,Planchon-Peteroa,11945,Confirmed Eruption,Peteroa,2.0,,,,,,Historical Observations,,1991.0,,3.0,,2.0,2.0,-35.223,-70.568
1991,7,2,267020,Karangetang,16535,Confirmed Eruption,,2.0,,,,<,,Historical Observations,,1993.0,,12.0,>,31.0,,2.781,125.40700000000001
1991,7,5,241100,Ruapehu,14661,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,1991.0,,7.0,?,14.0,,-39.28,175.57
1991,7,2,261030,Peuet Sague,15376,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,,,,,,,4.9030000000000005,96.289
1991,12,14,211060,Etna,13825,Confirmed Eruption,SE flank (3100-2800 m and 2400-2100 m),2.0,,,,,,Historical Observations,,1993.0,,3.0,,30.0,,37.748000000000005,14.999
1991,12,1,282090,Kirishimayama,17162,Confirmed Eruption,Shinmoe-dake,1.0,,,,,,Historical Observations,,1992.0,,4.0,,19.0,,31.934,130.862
1991,11,29,311340,Westdahl,20046,Confirmed Eruption,ENE flank (1560-760 m),3.0,,,,,,Historical Observations,,1992.0,,1.0,,14.0,,54.516000000000005,-164.65
1991,11,5,284080,Sumisujima,18342,Uncertain Eruption,,0.0,,,,,,,,1991.0,,11.0,,5.0,,31.44,140.05100000000002
1991,11,3,264220,Iliboleng,16327,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1991.0,,11.0,,15.0,,-8.342,123.258
1991,10,21,355100,Lascar,11867,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,5.0,?,23.0,,-23.37,-67.73
1991,9,25,353080,Marchena,11730,Confirmed Eruption,West to SW caldera rim,2.0,,,,,,Historical Observations,,1991.0,,11.0,?,16.0,15.0,0.33,-90.47
1991,9,20,223020,Nyamuragira,14076,Confirmed Eruption,NE flank 1530 m (Mikombe),3.0,,,,,,Historical Observations,,1993.0,,2.0,,8.0,,-1.4080000000000001,29.2
1991,12,1,334050,Northern EPR at 9.8°N,10345,Confirmed Eruption,East Pacific Rise (9.9 deg N),0.0,,,,,30.0,Historical Observations,,1992.0,,2.0,,4.0,30.0,9.83,-104.3
1991,9,13,263290,Arjuno-Welirang,15962,Uncertain Eruption,Gunung Welirang,,,,,,,,,,,,,,,-7.733,112.575
1991,9,10,263340,Raung,16150,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,11.0,?,12.0,,-8.119,114.056
1991,8,30,357120,Villarrica,12170,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,9.0,,17.0,,-39.42,-71.93
1991,8,12,373030,Bardarbunga,12888,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0.0,,,,,,,,,,,,,,64.633,-17.516
1991,8,8,358057,"Hudson, Cerro",12299,Confirmed Eruption,NW caldera rim and SW caldera floor,5.0,+,,,,,Historical Observations,,1991.0,,10.0,,27.0,,-45.9,-72.97
1991,7,19,233020,"Fournaise, Piton de la",14374,Confirmed Eruption,Dolomieu and upper east flank,0.0,,,,,,Historical Observations,,1991.0,,7.0,,20.0,,-21.244,55.708
1991,7,19,284130,Fukutoku-Oka-no-Ba,18457,Uncertain Eruption,,0.0,,,,,,,,1991.0,,10.0,,18.0,,24.285,141.481
1991,7,11,233010,Karthala,14204,Confirmed Eruption,Choungou-Chahalé (Choungou-Chamadji),2.0,,,,,,Historical Observations,,1991.0,,7.0,,11.0,,-11.75,43.38
1991,9,15,311320,Akutan,20036,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1991.0,,10.0,,29.0,1.0,54.13399999999999,-165.986
1992,7,22,357090,Copahue,12008,Confirmed Eruption,Agrio Crater,2.0,,,,,,Historical Observations,,1993.0,,7.0,,2.0,182.0,-37.856,-71.183
1992,8,5,284080,Sumisujima,18343,Uncertain Eruption,Shirane (7.5 km NE of Smith Rocks),0.0,,,,,,,,1992.0,,10.0,,7.0,,31.44,140.05100000000002
1992,8,23,357110,Llaima,12068,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1992.0,,9.0,,2.0,,-38.692,-71.729
1992,8,27,233020,"Fournaise, Piton de la",14375,Confirmed Eruption,Dolomieu and upper SE flank,1.0,,,,,,Historical Observations,,1992.0,,9.0,,23.0,,-21.244,55.708
1992,9,11,357120,Villarrica,12171,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1992.0,,12.0,>,16.0,15.0,-39.42,-71.93
1992,9,12,300260,Klyuchevskoy,19471,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1993.0,,9.0,,12.0,1.0,56.056000000000004,160.642
1992,12,16,234011,McDonald Islands,14395,Confirmed Eruption,Submarine vent near McDonald Islands,0.0,,,,,15.0,Historical Observations,,,,,,,,-53.03,72.6
1992,11,7,262000,Krakatau,15617,Confirmed Eruption,Anak Krakatau,1.0,,,,,,Historical Observations,,1993.0,,10.0,,16.0,15.0,-6.102,105.42299999999999
1992,11,10,284130,Fukutoku-Oka-no-Ba,18458,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1993.0,,9.0,?,9.0,,24.285,141.481
1992,12,18,311320,Akutan,20038,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,54.13399999999999,-165.986
1992,12,27,311180,Seguam,19781,Confirmed Eruption,Pyre Peak (1.5 km south of summit),2.0,,,,,,Historical Observations,,1992.0,,12.0,,30.0,,52.315,-172.51
1992,7,9,273083,Pinatubo,16868,Confirmed Eruption,Center of caldera lake,1.0,,,,<,,Historical Observations,,1992.0,,10.0,,30.0,,15.13,120.35
1992,10,16,345040,Poas,11186,Confirmed Eruption,,0.0,,,,,15.0,Historical Observations,,1993.0,,9.0,,16.0,15.0,10.2,-84.23299999999999
1992,7,6,311300,Bogoslof,19863,Confirmed Eruption,North tip of island (NE of 1927 dome),3.0,,,,,,Historical Observations,,1992.0,,7.0,,24.0,,53.93,-168.03
1992,5,29,234010,Heard,14407,Confirmed Eruption,Mawson Peak,0.0,,,,?,,Historical Observations,,,,,,,,-53.106,73.513
1992,6,10,272020,Kanlaon,16744,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,6.0,,10.0,,10.412,123.132
1992,6,27,313040,Spurr,20399,Confirmed Eruption,South flank (Crater Peak),4.0,,,,,,Historical Observations,,1992.0,,9.0,,17.0,,61.299,-152.251
1992,1,8,272020,Kanlaon,16743,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1992.0,,1.0,,8.0,,10.412,123.132
1992,1,17,234010,Heard,14406,Uncertain Eruption,Mawson Peak,,,,,,,,,1992.0,,1.0,,18.0,,-53.106,73.513
1992,1,20,263250,Merapi,15922,Confirmed Eruption,NW of 1984 lava dome,2.0,,,,,,Historical Observations,,2002.0,,10.0,?,19.0,,-7.54,110.446
1992,1,25,300260,Klyuchevskoy,19470,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,5.0,?,25.0,,56.056000000000004,160.642
1992,2,12,284131,Minami-Hiyoshi,18428,Uncertain Eruption,,0.0,,,,,,,,1992.0,,3.0,,4.0,,23.5,141.935
1992,2,16,345040,Poas,11185,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1992.0,,3.0,,16.0,15.0,10.2,-84.23299999999999
1992,2,8,241100,Ruapehu,14662,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1992.0,,3.0,,6.0,,-39.28,175.57
1992,3,12,300250,Bezymianny,19367,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,6.0,,12.0,,55.972,160.595
1992,4,7,267040,Awu,16569,Confirmed Eruption,SE part of summit crater,1.0,,,,,9.0,Historical Observations,,,,,,,,3.6889999999999996,125.447
1992,4,9,344070,"Negro, Cerro",10965,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1992.0,,4.0,,14.0,,12.505999999999998,-86.70200000000001
1992,4,13,284170,Pagan,18519,Confirmed Eruption,North Pagan,1.0,?,,,,,Historical Observations,,1992.0,,4.0,,13.0,,18.13,145.8
1992,4,23,282110,Asosan,17346,Confirmed Eruption,Naka-dake,2.0,,,,,,Historical Observations,,1993.0,,6.0,?,10.0,,32.884,131.10399999999998
1992,3,8,311320,Akutan,20037,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1992.0,,5.0,,21.0,,54.13399999999999,-165.986
1993,9,4,311360,Shishaldin,20091,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1993.0,,10.0,,29.0,,54.756,-163.97
1993,6,26,331020,CoAxial Segment,20712,Confirmed Eruption,"N end CoAxial segment, Juan de Fuca Ridge",0.0,,,,,,Historical Observations,,1993.0,,7.0,?,4.0,,46.52,-129.58
1993,7,3,263350,Ijen,16173,Confirmed Eruption,Kawah Ijen,1.0,,,,,,Historical Observations,,1993.0,,8.0,,1.0,,-8.058,114.242
1993,8,3,211060,Etna,13827,Confirmed Eruption,"Central Crater, NE Crater",1.0,,,,,,Historical Observations,,1993.0,,10.0,,13.0,,37.748000000000005,14.999
1993,8,16,311310,Makushin,19991,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1994.0,,1.0,?,19.0,,53.891000000000005,-166.923
1993,8,25,272020,Kanlaon,16745,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1993.0,,9.0,,3.0,,10.412,123.132
1993,9,8,284080,Sumisujima,18344,Uncertain Eruption,,0.0,,,,,,,,1993.0,,9.0,,10.0,,31.44,140.05100000000002
1993,12,17,355100,Lascar,11869,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1994.0,,2.0,,27.0,,-23.37,-67.73
1993,10,21,300250,Bezymianny,19368,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1994.0,,2.0,,4.0,4.0,55.972,160.595
1993,10,27,284120,Ioto,18418,Uncertain Eruption,Asodai area and NE of Iwo-jima,1.0,?,,,?,,,,1993.0,,11.0,?,16.0,,24.750999999999998,141.289
1993,11,3,251050,Long Island,14965,Confirmed Eruption,E-W fissure NNE of Motmot Island,1.0,,,,?,,Historical Observations,,1993.0,,11.0,,25.0,5.0,-5.358,147.12
1993,11,14,355130,"Ojos del Salado, Nevados",11883,Uncertain Eruption,,1.0,?,,,,,,,1993.0,,11.0,,14.0,,-27.109,-68.541
1993,12,5,353040,Alcedo,11696,Confirmed Eruption,South caldera wall,1.0,,,,,20.0,Historical Observations,,,,,,,,-0.43,-91.12
1993,6,16,264220,Iliboleng,16328,Confirmed Eruption,,1.0,?,,,?,15.0,Historical Observations,,1993.0,,7.0,,16.0,15.0,-8.342,123.258
1993,9,15,264250,Iliwerung,16349,Confirmed Eruption,Hobal (submarine vent on SE flank),2.0,,,,,,Historical Observations,,1993.0,,9.0,,19.0,,-8.53,123.57
